filename,psnr,ssim,deltaE2000_mean,deltaE2000_std
Places365_val_00000006.jpg,24.70252425198838,0.9624811,8.60785961151123,7.203441143035889
Places365_val_00000008.jpg,25.106572632690344,0.9380665,9.742537498474121,4.748508930206299
Places365_val_00000013.jpg,20.52642083389253,0.84636813,10.067159652709961,4.2461090087890625
Places365_val_00000015.jpg,25.381353484852305,0.9573312,9.702380180358887,6.262080192565918
Places365_val_00000027.jpg,23.382167180275072,0.91217166,8.861210823059082,6.211131572723389
Places365_val_00000028.jpg,25.51003982658617,0.9719518,8.8993558883667,5.138482570648193
Places365_val_00000030.jpg,26.147100689663723,0.9554177,5.7193827629089355,3.3350651264190674
Places365_val_00000031.jpg,26.146382600852853,0.9925348,8.111475944519043,3.4241268634796143
Places365_val_00000034.jpg,23.70227526742267,0.9620225,10.06606674194336,4.995478630065918
Places365_val_00000037.jpg,16.784434771670714,0.70293516,20.31202507019043,5.30455207824707
Places365_val_00000045.jpg,24.444723642757435,0.96213025,11.23811149597168,4.319627285003662
Places365_val_00000046.jpg,23.08801337804855,0.9414463,6.874144554138184,6.200498104095459
Places365_val_00000049.jpg,30.802112817690443,0.98857903,5.606171607971191,2.1667704582214355
Places365_val_00000050.jpg,25.40561395240699,0.962992,9.261884689331055,4.706172943115234
Places365_val_00000055.jpg,24.546229941543768,0.94407433,8.578154563903809,5.017391204833984
Places365_val_00000056.jpg,22.663861514510984,0.9646106,10.084218978881836,4.948297500610352
Places365_val_00000060.jpg,26.07613903217784,0.9156897,8.328042984008789,5.014119625091553
Places365_val_00000069.jpg,32.653247376404444,0.9845386,3.8013219833374023,2.3135738372802734
Places365_val_00000071.jpg,24.315402590881106,0.9604123,10.45236587524414,5.43532133102417
Places365_val_00000073.jpg,30.233945598028736,0.98521596,6.40205717086792,3.610173225402832
Places365_val_00000077.jpg,21.31767394450156,0.9438968,9.75820541381836,7.833288192749023
Places365_val_00000088.jpg,26.34079726756464,0.965343,8.715071678161621,4.252896785736084
Places365_val_00000095.jpg,18.991042498715977,0.9211033,12.931425094604492,6.5016255378723145
Places365_val_00000099.jpg,28.88900924234875,0.9733446,5.563368320465088,4.721408843994141
Places365_val_00000100.jpg,27.725039351931116,0.9634018,6.731142520904541,5.004316329956055
Places365_val_00000104.jpg,24.853764775321142,0.9713723,8.25510311126709,4.880172252655029
Places365_val_00000106.jpg,22.219407278304363,0.94288707,10.33505630493164,7.969669818878174
Places365_val_00000110.jpg,27.92783357889239,0.9565406,8.175710678100586,4.128127098083496
Places365_val_00000111.jpg,19.886638239763876,0.81977373,9.088005065917969,11.933969497680664
Places365_val_00000118.jpg,29.917704950690297,0.98546696,5.9757890701293945,3.5314064025878906
Places365_val_00000124.jpg,29.75969762435532,0.98387545,6.477359771728516,3.7709386348724365
Places365_val_00000126.jpg,31.266411876096317,0.97441274,5.126928329467773,4.25620698928833
Places365_val_00000127.jpg,32.755367825933625,0.9892907,4.429257869720459,2.7086379528045654
Places365_val_00000135.jpg,16.763027828284017,0.7965718,12.248851776123047,5.1202592849731445
Places365_val_00000136.jpg,29.88677536763467,0.99033934,5.128688812255859,3.542710781097412
Places365_val_00000139.jpg,18.315383451263475,0.880482,9.971851348876953,7.584616184234619
Places365_val_00000141.jpg,19.28389736747338,0.88672334,12.140982627868652,6.120907783508301
Places365_val_00000152.jpg,26.36495538268719,0.9650409,7.741140842437744,4.271002292633057
Places365_val_00000153.jpg,32.14049280116878,0.9412446,3.6235156059265137,3.3696253299713135
Places365_val_00000156.jpg,26.880519734762785,0.9807055,7.650676727294922,4.016966819763184
Places365_val_00000161.jpg,26.59954966606318,0.9510731,8.9028959274292,4.191370964050293
Places365_val_00000167.jpg,25.478840343623702,0.960211,7.894765853881836,4.996300220489502
Places365_val_00000171.jpg,19.591916360495937,0.89994866,12.932147979736328,5.832977771759033
Places365_val_00000175.jpg,22.548830123455538,0.9169464,11.67322063446045,5.684708595275879
Places365_val_00000180.jpg,32.30743998005633,0.99192256,4.240166664123535,2.9818520545959473
