,0
avg_psnr,24.708987420617028
avg_ssim,0.9398152828216553
avg_deltaE2000,9.202929759933275
std_deltaE2000,3.586627905540238
avg_a_mean,0.0045844088308513165
avg_b_mean,0.039218440651893616
avg_a_std,0.00927617959678173
avg_b_std,0.04876606911420822
n_images,7302.0
